|date|text|hashtags|processed_text
604|2015-02-27|@JAMIE31MAL testing his sweet new ride #gorgeous #himtoo pic.twitter.com/J1FXrmn1rM|#gorgeous #himtoo|test his sweet new ride
605|2015-02-28|@FangirlQuest @SleepyHollowFOX Finnish fans? Awesome!! #LoveSuomi #HIMtoo #RenewSleepyHollow @FOXTV|#lovesuomi #himtoo #renewsleepyhollow|finnish fan ? awesome ! !
606|2015-03-27|Somebody is happy to have a playmate! Hey Christian. #8months #iloveher #himtoo https:// instagram.com/p/0v0ihQFQQc/|#8months #iloveher #himtoo|somebody be happy to have playmate ! hey christian . /
608|2015-04-02|@AnthonyBialy @JohnKerry - Or Jenjiss Kahn. #HimToo|#himtoo|- or jenjiss kahn .
609|2015-05-04|Impromptu Auntie & Xander time #MyChocolateDropXander #SomebodyIsSleepy #HimToo https:// instagram.com/p/2RNR1HraAc/|#mychocolatedropxander #somebodyissleepy #himtoo|impromptu auntie & xander time /
610|2015-05-09|@angelicjane03 @HorseAndCountry mmmmmm I forgot about Tamarillo!!!! #himtoo|#himtoo|mmmmmm forget about tamarillo ! ! ! !
615|2015-06-15|I got to CO on Thursday. @Real_DarkHatter and I were at home with @TheKeebieElf until this afternoon. #LuckyGirls #HimToo #Poly #Triad #Love|#luckygirls #himtoo #poly #triad #love|get to co on thursday . and be at home with until this afternoon .
616|2015-06-16|Because I'm like sooo in love wit this picture!! #HimToo pic.twitter.com/voh9ndieXs|#himtoo|because ' like sooo in love wit this picture ! !
617|2015-06-22|Complete game for @AronBkr !!!! #knucks #catcherconvertedtopitcher @IAM_DWright #himtoo #closers|#knucks #catcherconvertedtopitcher #himtoo #closers|complete game for ! ! ! !
618|2015-06-24|We want to get our hands on one of these! (the trophy not @danwgunn) #viatecawards #2Sleeps #robotrophy #himtoo #yyj pic.twitter.com/I8kneno3j5|#viatecawards #2sleeps #robotrophy #himtoo #yyj|we want to get our hand on one of these ! ( the trophy not )
619|2015-06-29|@tayys3 Don't forget @Brandonb53 #himtoo and @thatguylilE and know it all Ella Grace.|#himtoo|don ' forget and and know it all ella grace .
620|2015-07-04|BTW: I am bringing #himtoo #puffdaddy #aka #puff aka #puff #independenceday #cocktails #fireworks and… https:// instagram.com/p/4tyYDRkVqk/|#himtoo #puffdaddy #aka #puff #puff #independenceday #cocktails #fireworks|btw : be bring aka and /
622|2015-07-21|@HayesGrier dang #himtoo|#himtoo|dang
624|2015-08-16|#OsamaBinLaden 's kid #HamzaBinLaden calls for attacks on the West http://www. telegraph.co.uk/news/uknews/te rrorism-in-the-uk/11804206/Osama-bin-Ladens-son-Hamza-calls-for-attacks-on-the-West.html … #HimToo ? pic.twitter.com/hY8qHdvhJj|#osamabinladen #hamzabinladen #himtoo|' kid call for attack on the west .uk .html ?
625|2015-08-18|I like the Jamacain girl for Game but he don't seem into any of them...not even the one she says he feeling #ShesGotGame #HimToo|#shesgotgame #himtoo|like the jamacain girl for game but he don ' seem into any of them ... not even the one she say he feel
626|2015-08-25|Damn my husband puts it down in the kitchen... #ilovehisfood #himtoo|#ilovehisfood #himtoo|damn my husband put it down in the kitchen ...
627|2015-08-30|Cobb too #himtoo #inuryskill #packers|#himtoo #inuryskill #packers|cobb too
628|2015-08-30|I don't have a cat/dog..I just have a fish that my 6 yr old named nemo. yes I talk to him like a person (not the 6 yr old, the fish) #himtoo|#himtoo|don ' have cat.. just have fish that my yr old name nemo . yes talk to him like person ( not the yr old , the fish )
629|2015-09-04|To wake up happy, that's living! #lovemylife #gladHEsinit #himtoo lol #happyfriday|#lovemylife #gladhesinit #himtoo #happyfriday|to wake up happy , that ' live ! lol
630|2015-09-08|This man is the unexpected star this presser. #KimDavis #Makeover4KimDavis #HimToo pic.twitter.com/1x1gIjce0v|#kimdavis #makeover4kimdavis #himtoo|this man be the unexpected star this presser .
631|2015-09-10|On demand... watching Have and the Havenots. The scene with Jim ans Selene. #playyourposition #ridiculous #sheispathetic #himtoo|#playyourposition #ridiculous #sheispathetic #himtoo|on demand ... watch have and the havenots . the scene with jim ans selene .
632|2015-09-12|@LilLunechi their owner is playing franchise in the show #illtakehim #andhim #whynothim #himtoo|#illtakehim #andhim #whynothim #himtoo|their owner be play franchise in the show
633|2015-09-22|@jakegordonmusic Yea #Himtoo|#himtoo|yea
634|2015-09-22|Seriously though, except for #cuba @pontiff is basically following me around all week. #DCtuewedPhillythurfri #himtoo pic.twitter.com/UZhNzAWdjH|#cuba #dctuewedphillythurfri #himtoo|seriously though , except for be basically follow me around all week .
636|2015-10-02|This Ashwin is Defe chucking even his stock ball #banned #Himtoo|#banned #himtoo|this ashwin be defe chuck even his stock ball
638|2015-10-14|Watching #E60 on Le'Veon Bell and his mom is amazing! #Himtoo|#e60 #himtoo|watch on le'veon bell and his mom be amaze !
639|2015-11-26|#trillA #infAmOuscrew #indAundergrOund #nAturAllyshesdOpe #himtOO #ill http:// tmblr.co/ZIGOqx1ypG9Su|#trilla #infamouscrew #indaunderground #naturallyshesdope #himtoo #ill|su
640|2015-12-25|Ne diwa... Mafra!!!!!!! #FriendshipsThatAreForever #ILoveThem #HimToo #perfect @The… https://www. instagram.com/p/_teoQ0nmVE/|#friendshipsthatareforever #ilovethem #himtoo #perfect|ne diwa ... mafra ! ! ! ! ! ! ! /
